seed,variant,variant_display_label,is_baseline_nheft,configured_tolerance,configured_comp_advantage,configured_drt_advantage,configured_irt_advantage,ccr_data,idr_image,nccr_total,heft_makespan,heft_slr,heft_vcpus,heft_hosts,heft_instances,heft_image_dl_total,heft_image_from_repo,heft_image_from_host,dheft_makespan,dheft_slr,dheft_vcpus,dheft_hosts,dheft_instances,dheft_image_dl_total,dheft_image_from_repo,dheft_image_from_host,nheft_makespan,nheft_slr,nheft_vcpus,nheft_hosts,nheft_instances,nheft_image_dl_total,nheft_image_from_repo,nheft_image_from_host,time_sec,return_code,status,log_file
741896,irt_only,GHEFT,0,0.0,0,0,1,4.6555,2.9165,7.572,,,,,,,,,,,,,,,,,143.9892995594714,4.4588,20,10,220,162,95,67,21.993088,0,ok,logs/seed_741896.log
430515,irt_only,GHEFT,0,0.0,0,0,1,4.4416,3.053,7.4946,,,,,,,,,,,,,,,,,157.42275804937964,3.9699,22,9,228,139,77,62,25.872293,0,ok,logs/seed_430515.log
888075,irt_only,GHEFT,0,0.0,0,0,1,4.4245,2.7067,7.1312,,,,,,,,,,,,,,,,,155.02995403964832,4.0192,24,10,263,143,86,57,26.896368,0,ok,logs/seed_888075.log
914983,irt_only,GHEFT,0,0.0,0,0,1,5.0402,3.4898,8.53,,,,,,,,,,,,,,,,,217.1172290322581,6.107,17,8,176,111,66,45,21.851341,0,ok,logs/seed_914983.log
997971,irt_only,GHEFT,0,0.0,0,0,1,4.4643,2.5661,7.0304,,,,,,,,,,,,,,,,,157.66505182459485,5.3457,25,10,231,152,91,61,25.512652,0,ok,logs/seed_997971.log
747642,irt_only,GHEFT,0,0.0,0,0,1,3.926,2.4109,6.3369,,,,,,,,,,,,,,,,,145.21811269017797,3.2834,25,9,231,129,75,54,37.047695,0,ok,logs/seed_747642.log
664527,irt_only,GHEFT,0,0.0,0,0,1,4.3903,3.4721,7.8624,,,,,,,,,,,,,,,,,147.35092716326764,3.5835,24,10,251,163,89,74,44.179204,0,ok,logs/seed_664527.log
760044,irt_only,GHEFT,0,0.0,0,0,1,3.8579,2.4628,6.3207,,,,,,,,,,,,,,,,,181.12916988567292,3.4386,24,9,231,148,96,52,34.965807,0,ok,logs/seed_760044.log
215549,irt_only,GHEFT,0,0.0,0,0,1,4.3472,3.1555,7.5027,,,,,,,,,,,,,,,,,171.04107591273848,4.8843,27,10,249,134,75,59,48.969036,0,ok,logs/seed_215549.log
370191,irt_only,GHEFT,0,0.0,0,0,1,4.1525,2.9395,7.092,,,,,,,,,,,,,,,,,172.7090753502305,4.8768,20,9,218,160,89,71,27.674404,0,ok,logs/seed_370191.log
296947,irt_only,GHEFT,0,0.0,0,0,1,3.8565,3.0976,6.9541,,,,,,,,,,,,,,,,,196.58354254057323,4.3354,25,9,230,153,91,62,26.475354,0,ok,logs/seed_296947.log
963598,irt_only,GHEFT,0,0.0,0,0,1,4.5529,3.0404,7.5933,,,,,,,,,,,,,,,,,150.62020580112045,3.9232,22,10,228,162,100,62,27.302103,0,ok,logs/seed_963598.log
388451,irt_only,GHEFT,0,0.0,0,0,1,4.2711,2.9563,7.2274,,,,,,,,,,,,,,,,,191.1925746543909,5.0968,26,9,257,144,88,56,26.177168,0,ok,logs/seed_388451.log
602873,irt_only,GHEFT,0,0.0,0,0,1,4.041,2.6281,6.6691,,,,,,,,,,,,,,,,,157.17140687818355,3.2491,23,9,232,121,75,46,26.50967,0,ok,logs/seed_602873.log
122745,irt_only,GHEFT,0,0.0,0,0,1,4.328,2.5602,6.8882,,,,,,,,,,,,,,,,,145.47198215564205,4.1932,22,10,227,147,81,66,30.676507,0,ok,logs/seed_122745.log
484762,irt_only,GHEFT,0,0.0,0,0,1,4.4149,3.2829,7.6978,,,,,,,,,,,,,,,,,154.2818750375427,4.3932,21,9,235,153,88,65,27.709037,0,ok,logs/seed_484762.log
514215,irt_only,GHEFT,0,0.0,0,0,1,4.6908,2.8135,7.5043,,,,,,,,,,,,,,,,,138.14019296538476,3.5143,26,9,254,144,91,53,25.034763,0,ok,logs/seed_514215.log
601161,irt_only,GHEFT,0,0.0,0,0,1,3.8124,2.5993,6.4117,,,,,,,,,,,,,,,,,182.70232253521127,4.1617,22,9,218,117,75,42,20.200801,0,ok,logs/seed_601161.log
78435,irt_only,GHEFT,0,0.0,0,0,1,3.987,2.5239,6.5109,,,,,,,,,,,,,,,,,144.74821111111112,3.3728,23,8,230,152,82,70,24.320029,0,ok,logs/seed_78435.log
480957,irt_only,GHEFT,0,0.0,0,0,1,4.4469,2.6765,7.1234,,,,,,,,,,,,,,,,,140.8849392971246,4.0524,23,9,224,119,68,51,27.226136,0,ok,logs/seed_480957.log
