seed,HEFT,DHEFT,NHEFT,time_sec,CCR_data,IDR_image,NCCR_total,CCR_IDR_abs_diff,b33_match
7711,225.3670999999999,42.5003,38.406696296296296,3.869509935379028,0.2018,0.2117,0.4135,0.009899999999999992,True
4352,199.7172,55.67590000000001,51.034391875275126,3.594621181488037,0.1893,0.2249,0.4142,0.03559999999999999,False
6768,132.14199999999963,43.3355,43.17734781640811,5.7100560665130615,0.1886,0.1779,0.3665,0.010699999999999987,True
5624,152.1424000000001,49.5848,47.04521021273031,3.9996259212493896,0.173,0.1649,0.3379,0.008099999999999996,True
7053,132.28679999999977,49.31649999999999,47.351035922330105,5.819281101226807,0.1924,0.2089,0.4013,0.016500000000000015,True
2902,201.44829999999993,50.1596,48.589084716157195,4.358213901519775,0.1881,0.1703,0.3584,0.017799999999999983,True
8558,237.53000000000003,47.412,39.60503127140141,4.5472190380096436,0.1804,0.1914,0.3718,0.010999999999999982,True
9018,80.31540000000007,42.9268,41.97116650522648,4.358068943023682,0.1875,0.1506,0.3381,0.03689999999999999,False
2209,141.21670000000034,47.09,49.37404354335621,4.475363969802856,0.1925,0.158,0.3505,0.0345,False
8499,184.75859999999992,43.3526,40.568825,5.329270124435425,0.1864,0.2049,0.3913,0.01849999999999999,True
2754,143.02219999999986,46.496599999999994,46.88550396039603,4.8371171951293945,0.1866,0.206,0.3926,0.0194,True
7593,135.93679999999972,38.50300000000001,36.22882185080886,4.905824899673462,0.1833,0.1733,0.3566,0.009999999999999981,True
5719,265.99789999999945,45.14390000000001,39.16865628036086,5.03536581993103,0.197,0.2334,0.4304,0.03639999999999999,False
4004,99.0247000000001,39.0427,39.52355206738132,4.443532705307007,0.1979,0.2208,0.4187,0.022900000000000004,False
7005,170.4596000000001,45.4247,41.47556924925816,4.99515700340271,0.2007,0.2284,0.4291,0.027700000000000002,False
2971,198.88860000000017,47.0628,42.51703035179368,5.809031963348389,0.1801,0.176,0.3561,0.00410000000000002,True
3183,106.44170000000004,42.2783,41.22503178114086,5.653968334197998,0.177,0.1633,0.3403,0.01369999999999999,True
3521,175.47619999999992,47.18880000000001,50.043395364238414,6.08266019821167,0.1726,0.1773,0.3499,0.00470000000000001,True
5990,133.15890000000007,51.8145,52.15438649673678,5.411455869674683,0.1638,0.1265,0.2903,0.0373,False
3883,117.39819999999996,44.10680000000001,45.55818022199798,5.288009881973267,0.1927,0.2149,0.4076,0.022199999999999998,False
3873,129.7285999999998,52.678999999999995,52.883086647716674,6.793865919113159,0.1579,0.176,0.3339,0.018099999999999977,True
3938,125.14520000000006,48.918400000000005,51.91498859857484,4.699438810348511,0.207,0.1973,0.4043,0.009699999999999986,True
6540,129.19829999999982,43.514999999999986,43.51504767199444,4.42258095741272,0.2053,0.201,0.4063,0.004299999999999998,True
7861,158.31500000000014,42.0597,44.08577450980393,5.510622978210449,0.2021,0.1847,0.3868,0.0174,True
2013,178.7099,43.352599999999995,44.10615725782862,6.426141262054443,0.1679,0.1756,0.3435,0.007700000000000012,True
6546,91.17740000000008,46.28940000000001,46.83844871016692,5.582963943481445,0.1756,0.1571,0.3327,0.018500000000000016,True
9518,210.38530000000037,61.16070000000001,64.49081268533772,5.9757239818573,0.1696,0.1574,0.327,0.012199999999999989,True
8276,97.46440000000014,44.6026,42.2522032801303,5.8426971435546875,0.2026,0.1993,0.4019,0.0032999999999999974,True
2681,190.01939999999993,50.53740000000001,45.54966679151061,7.290268898010254,0.1821,0.1681,0.3502,0.014000000000000012,True
5708,176.1633999999997,46.22989999999999,48.5153989590562,7.0871570110321045,0.1995,0.155,0.3545,0.04450000000000001,False
5943,155.256,48.9269,49.55211664167915,8.190330743789673,0.1822,0.1605,0.3427,0.021699999999999997,False
3789,234.7874,46.165499999999994,39.56345046728971,7.17205810546875,0.1695,0.1931,0.3626,0.023599999999999982,False
9608,133.53910000000008,47.5686,46.3499409966025,6.817318916320801,0.1819,0.1775,0.3594,0.004400000000000015,True
9283,124.2234,48.47740000000001,47.42615623707788,7.666784048080444,0.1947,0.2138,0.4085,0.019099999999999978,True
8672,157.05729999999983,42.4359,38.59726957224978,7.894512891769409,0.1757,0.1607,0.3364,0.014999999999999986,True
4598,210.07830000000024,49.65669999999999,42.50497187017001,7.314157962799072,0.1803,0.2019,0.3822,0.021600000000000008,False
3289,230.5358000000002,50.6128,44.359322829581984,7.690107822418213,0.206,0.2302,0.4362,0.0242,False
2697,99.82579999999986,38.4784,37.68446430275229,7.388387680053711,0.1978,0.2238,0.4216,0.025999999999999995,False
6575,166.01189999999994,41.6466,39.11819310344828,8.756802082061768,0.1878,0.1559,0.3437,0.031899999999999984,False
9236,124.7435000000002,39.78630000000001,39.44011080392157,8.03889799118042,0.1821,0.1934,0.3755,0.011299999999999977,True
9431,148.98120000000014,54.3184,54.727572335600904,6.764204025268555,0.1907,0.1673,0.358,0.023400000000000004,False
7488,160.44879999999958,44.75569999999998,42.584838290033595,6.254023790359497,0.1666,0.1837,0.3503,0.017100000000000004,True
3043,134.02499999999992,40.2012,42.293416955684,8.32639217376709,0.2031,0.2458,0.4489,0.04269999999999999,False
9070,158.98570000000004,38.523599999999995,44.753867625899275,8.911362886428833,0.1941,0.1725,0.3666,0.021600000000000008,False
7749,160.03830000000016,44.84710000000001,44.48566569580121,5.935503244400024,0.2101,0.1963,0.4064,0.013800000000000007,True
4152,163.4728999999999,44.85810000000001,40.41401267605634,6.976799011230469,0.198,0.2021,0.4001,0.0040999999999999925,True
8098,176.24440000000024,48.84510000000001,47.45281804788214,7.146485090255737,0.1933,0.1914,0.3847,0.0019000000000000128,True
4730,268.2331000000002,58.45870000000001,53.304335333333334,6.36376428604126,0.1797,0.1812,0.3609,0.0015000000000000013,True
