seed,variant,variant_display_label,is_baseline_nheft,configured_tolerance,configured_comp_advantage,configured_drt_advantage,configured_irt_advantage,ccr_data,idr_image,nccr_total,heft_makespan,heft_slr,heft_vcpus,heft_hosts,heft_instances,heft_image_dl_total,heft_image_from_repo,heft_image_from_host,dheft_makespan,dheft_slr,dheft_vcpus,dheft_hosts,dheft_instances,dheft_image_dl_total,dheft_image_from_repo,dheft_image_from_host,nheft_makespan,nheft_slr,nheft_vcpus,nheft_hosts,nheft_instances,nheft_image_dl_total,nheft_image_from_repo,nheft_image_from_host,time_sec,return_code,status,log_file
741896,irt_only,GHEFT,0,0.0,0,0,1,0.0733,0.0692,0.1425,,,,,,,,,,,,,,,,,36.55620623306233,1.1224,45,11,312,133,97,36,4.438615,0,ok,logs/seed_741896.log
430515,irt_only,GHEFT,0,0.0,0,0,1,0.0703,0.0744,0.1447,,,,,,,,,,,,,,,,,41.92328205128205,1.0351,47,9,332,154,131,23,4.876555,0,ok,logs/seed_430515.log
888075,irt_only,GHEFT,0,0.0,0,0,1,0.0701,0.0637,0.1338,,,,,,,,,,,,,,,,,45.6948246395806,1.1741,49,11,340,171,138,33,4.76989,0,ok,logs/seed_888075.log
914983,irt_only,GHEFT,0,0.0,0,0,1,0.0796,0.0844,0.164,,,,,,,,,,,,,,,,,41.0462868173258,1.1492,40,8,319,146,113,33,4.484663,0,ok,logs/seed_914983.log
997971,irt_only,GHEFT,0,0.0,0,0,1,0.0708,0.0615,0.1323,,,,,,,,,,,,,,,,,37.758925294888606,1.2691,47,11,335,149,123,26,5.205344,0,ok,logs/seed_997971.log
747642,irt_only,GHEFT,0,0.0,0,0,1,0.0624,0.056,0.1184,,,,,,,,,,,,,,,,,45.100608913649026,1.0197,44,10,331,169,134,35,4.654521,0,ok,logs/seed_747642.log
664527,irt_only,GHEFT,0,0.0,0,0,1,0.0695,0.0845,0.154,,,,,,,,,,,,,,,,,57.035932527052836,1.3857,41,9,308,137,121,16,5.99478,0,ok,logs/seed_664527.log
760044,irt_only,GHEFT,0,0.0,0,0,1,0.061,0.0605,0.1215,,,,,,,,,,,,,,,,,52.85073795620438,1.0023,45,11,314,144,115,29,4.965776,0,ok,logs/seed_760044.log
215549,irt_only,GHEFT,0,0.0,0,0,1,0.0689,0.0753,0.1442,,,,,,,,,,,,,,,,,44.58503292212797,1.2617,44,8,326,143,123,20,5.309889,0,ok,logs/seed_215549.log
370191,irt_only,GHEFT,0,0.0,0,0,1,0.0656,0.0735,0.1391,,,,,,,,,,,,,,,,,35.88002887864823,1.0132,48,9,327,127,106,21,5.580741,0,ok,logs/seed_370191.log
296947,irt_only,GHEFT,0,0.0,0,0,1,0.0611,0.0756,0.1367,,,,,,,,,,,,,,,,,54.89907272727273,1.1997,44,11,318,154,114,40,5.411257,0,ok,logs/seed_296947.log
963598,irt_only,GHEFT,0,0.0,0,0,1,0.0723,0.0762,0.1485,,,,,,,,,,,,,,,,,44.33163223467369,1.1471,42,10,320,159,125,34,5.496998,0,ok,logs/seed_963598.log
388451,irt_only,GHEFT,0,0.0,0,0,1,0.0677,0.0684,0.1361,,,,,,,,,,,,,,,,,44.06091921974965,1.1684,42,10,325,159,123,36,5.326321,0,ok,logs/seed_388451.log
602873,irt_only,GHEFT,0,0.0,0,0,1,0.0639,0.066,0.1299,,,,,,,,,,,,,,,,,52.4375768115942,1.0595,45,9,331,155,125,30,6.633687,0,ok,logs/seed_602873.log
122745,irt_only,GHEFT,0,0.0,0,0,1,0.0689,0.0623,0.1312,,,,,,,,,,,,,,,,,37.009130146082335,1.0668,48,10,339,133,101,32,6.710562,0,ok,logs/seed_122745.log
484762,irt_only,GHEFT,0,0.0,0,0,1,0.0699,0.0794,0.1493,,,,,,,,,,,,,,,,,36.82876416382253,1.0468,57,12,332,161,125,36,6.955463,0,ok,logs/seed_484762.log
514215,irt_only,GHEFT,0,0.0,0,0,1,0.0743,0.0646,0.1389,,,,,,,,,,,,,,,,,40.771712868632726,1.0335,46,9,315,160,132,28,7.723975,0,ok,logs/seed_514215.log
601161,irt_only,GHEFT,0,0.0,0,0,1,0.0604,0.0641,0.1245,,,,,,,,,,,,,,,,,50.30018151239669,1.1213,45,11,317,167,142,25,9.04537,0,ok,logs/seed_601161.log
78435,irt_only,GHEFT,0,0.0,0,0,1,0.0632,0.0602,0.1234,,,,,,,,,,,,,,,,,51.95029509043928,1.1853,43,12,319,169,133,36,8.419134,0,ok,logs/seed_78435.log
480957,irt_only,GHEFT,0,0.0,0,0,1,0.0706,0.0635,0.1341,,,,,,,,,,,,,,,,,36.304374049217,1.0331,44,10,316,158,136,22,7.910081,0,ok,logs/seed_480957.log
113260,irt_only,GHEFT,0,0.0,0,0,1,0.0769,0.0813,0.1582,,,,,,,,,,,,,,,,,65.02341180124225,1.419,39,10,334,183,141,42,11.3824,0,ok,logs/seed_113260.log
846854,irt_only,GHEFT,0,0.0,0,0,1,0.0661,0.0671,0.1332,,,,,,,,,,,,,,,,,40.75149049128367,1.1799,42,9,283,136,110,26,9.17789,0,ok,logs/seed_846854.log
422970,irt_only,GHEFT,0,0.0,0,0,1,0.0663,0.0802,0.1465,,,,,,,,,,,,,,,,,39.8272253968254,1.0219,50,10,301,145,114,31,10.858692,0,ok,logs/seed_422970.log
762973,irt_only,GHEFT,0,0.0,0,0,1,0.0777,0.0594,0.1371,,,,,,,,,,,,,,,,,41.26271315066829,1.0023,39,9,315,137,119,18,8.765212,0,ok,logs/seed_762973.log
303068,irt_only,GHEFT,0,0.0,0,0,1,0.0801,0.0921,0.1722,,,,,,,,,,,,,,,,,40.576834799235186,1.146,55,12,341,166,132,34,12.651136,0,ok,logs/seed_303068.log
701483,irt_only,GHEFT,0,0.0,0,0,1,0.0829,0.084,0.1669,,,,,,,,,,,,,,,,,33.42541025641026,1.0763,45,12,314,164,142,22,8.665025,0,ok,logs/seed_701483.log
193272,irt_only,GHEFT,0,0.0,0,0,1,0.0706,0.0827,0.1533,,,,,,,,,,,,,,,,,47.1944663026521,1.0447,53,11,338,158,123,35,11.403128,0,ok,logs/seed_193272.log
609026,irt_only,GHEFT,0,0.0,0,0,1,0.0653,0.0679,0.1332,,,,,,,,,,,,,,,,,40.19593505311077,1.1054,59,12,328,152,118,34,11.245539,0,ok,logs/seed_609026.log
385324,irt_only,GHEFT,0,0.0,0,0,1,0.0744,0.0868,0.1612,,,,,,,,,,,,,,,,,36.91996026936027,1.1338,41,9,327,123,109,14,9.959844,0,ok,logs/seed_385324.log
586699,irt_only,GHEFT,0,0.0,0,0,1,0.0678,0.0748,0.1426,,,,,,,,,,,,,,,,,40.953627027027025,1.0509,48,11,299,143,110,33,9.149587,0,ok,logs/seed_586699.log
127154,irt_only,GHEFT,0,0.0,0,0,1,0.0792,0.0831,0.1623,,,,,,,,,,,,,,,,,33.96920951252086,1.2152,51,12,355,157,118,39,8.855628,0,ok,logs/seed_127154.log
140763,irt_only,GHEFT,0,0.0,0,0,1,0.0679,0.0686,0.1365,,,,,,,,,,,,,,,,,44.67381390728477,1.1554,40,8,312,155,129,26,10.685827,0,ok,logs/seed_140763.log
162375,irt_only,GHEFT,0,0.0,0,0,1,0.0766,0.0857,0.1623,,,,,,,,,,,,,,,,,44.464001078167115,1.0979,43,10,303,119,96,23,9.317574,0,ok,logs/seed_162375.log
320372,irt_only,GHEFT,0,0.0,0,0,1,0.0778,0.0925,0.1703,,,,,,,,,,,,,,,,,45.18833131381892,1.1958,42,9,323,151,128,23,9.635712,0,ok,logs/seed_320372.log
911752,irt_only,GHEFT,0,0.0,0,0,1,0.0816,0.0772,0.1588,,,,,,,,,,,,,,,,,40.981098457583556,1.0332,45,10,327,145,120,25,10.515668,0,ok,logs/seed_911752.log
185527,irt_only,GHEFT,0,0.0,0,0,1,0.0726,0.0689,0.1415,,,,,,,,,,,,,,,,,49.39432216788322,1.0147,52,12,324,158,125,33,10.988078,0,ok,logs/seed_185527.log
766339,irt_only,GHEFT,0,0.0,0,0,1,0.0772,0.0782,0.1554,,,,,,,,,,,,,,,,,44.421838005390825,1.1549,40,11,310,158,117,41,8.136837,0,ok,logs/seed_766339.log
911829,irt_only,GHEFT,0,0.0,0,0,1,0.0698,0.0712,0.141,,,,,,,,,,,,,,,,,51.597825108853414,1.0209,41,8,319,140,105,35,10.473556,0,ok,logs/seed_911829.log
184906,irt_only,GHEFT,0,0.0,0,0,1,0.0744,0.0775,0.1519,,,,,,,,,,,,,,,,,52.124830664760545,1.214,39,10,288,127,110,17,7.416129,0,ok,logs/seed_184906.log
189090,irt_only,GHEFT,0,0.0,0,0,1,0.0745,0.0614,0.1359,,,,,,,,,,,,,,,,,36.76585875706215,1.0344,43,8,320,146,120,26,8.714812,0,ok,logs/seed_189090.log
355619,irt_only,GHEFT,0,0.0,0,0,1,0.0616,0.0701,0.1317,,,,,,,,,,,,,,,,,52.682435933391766,1.1429,46,13,313,166,125,41,8.082799,0,ok,logs/seed_355619.log
440123,irt_only,GHEFT,0,0.0,0,0,1,0.0657,0.077,0.1427,,,,,,,,,,,,,,,,,47.29618914728683,1.0197,50,11,330,157,119,38,10.1857,0,ok,logs/seed_440123.log
65843,irt_only,GHEFT,0,0.0,0,0,1,0.0749,0.064,0.1389,,,,,,,,,,,,,,,,,39.153671755725185,1.1035,40,8,297,126,102,24,6.535082,0,ok,logs/seed_65843.log
356002,irt_only,GHEFT,0,0.0,0,0,1,0.0779,0.068,0.1459,,,,,,,,,,,,,,,,,44.56549148264984,1.179,42,9,322,147,126,21,9.626867,0,ok,logs/seed_356002.log
546160,irt_only,GHEFT,0,0.0,0,0,1,0.0751,0.0704,0.1455,,,,,,,,,,,,,,,,,58.387070356472776,1.041,41,10,319,158,131,27,9.957936,0,ok,logs/seed_546160.log
466702,irt_only,GHEFT,0,0.0,0,0,1,0.0597,0.051,0.1107,,,,,,,,,,,,,,,,,42.229056521739125,1.1809,37,9,330,167,136,31,11.150415,0,ok,logs/seed_466702.log
108594,irt_only,GHEFT,0,0.0,0,0,1,0.0661,0.0669,0.133,,,,,,,,,,,,,,,,,38.222139389736476,1.1075,49,13,319,168,134,34,9.378492,0,ok,logs/seed_108594.log
302326,irt_only,GHEFT,0,0.0,0,0,1,0.075,0.0716,0.1466,,,,,,,,,,,,,,,,,41.20864600870827,1.0172,47,10,342,166,137,29,10.300721,0,ok,logs/seed_302326.log
830943,irt_only,GHEFT,0,0.0,0,0,1,0.0759,0.0678,0.1437,,,,,,,,,,,,,,,,,42.05064953271028,1.1954,35,8,290,108,82,26,6.891909,0,ok,logs/seed_830943.log
