seed,HEFT,DHEFT,NHEFT,time_sec,CCR_data,IDR_image,NCCR_total,CCR_IDR_abs_diff,b32_match
7711,124.2531999999998,36.0786,35.65336164623468,3.895781993865967,0.1056,0.1166,0.2222,0.010999999999999996,True
4352,127.91959999999985,46.74370000000001,44.426328272727275,3.197991132736206,0.0991,0.1237,0.2228,0.02460000000000001,False
6768,87.6648,40.6881,40.688126065162905,3.9780640602111816,0.0987,0.0979,0.1966,0.0007999999999999952,True
5624,76.535,45.9436,48.029289259796805,4.207949876785278,0.0905,0.0906,0.1811,0.00010000000000000286,True
7053,89.56949999999998,49.17639999999999,49.4825683881064,5.908515930175781,0.1007,0.1149,0.2156,0.014200000000000004,True
2902,122.97560000000004,46.2162,45.29838789013733,4.148485898971558,0.0984,0.0936,0.192,0.004799999999999999,True
8558,134.2618000000001,41.502500000000005,39.5150594059406,4.185326099395752,0.0944,0.1053,0.1997,0.010900000000000007,True
9018,63.44030000000003,42.599599999999995,40.51772477087793,3.897893905639648,0.0981,0.083,0.1811,0.015100000000000002,True
2209,108.8796999999998,44.07189999999999,46.01034838709678,4.035048007965088,0.1008,0.0869,0.1877,0.013899999999999996,True
8499,107.56309999999972,39.47270000000002,39.00432699999999,5.059090852737427,0.0976,0.1127,0.2103,0.015099999999999988,True
2754,87.49299999999971,45.78889999999999,45.78886542269611,4.151113986968994,0.0977,0.1133,0.211,0.015600000000000003,True
7593,66.99909999999997,36.269000000000005,35.02818850722655,4.879199981689453,0.0959,0.0954,0.1913,0.0005000000000000004,True
5719,148.77500000000032,34.408,35.96851081916538,4.78823709487915,0.1031,0.1284,0.2315,0.02529999999999999,False
4004,84.13219999999995,38.876,37.53114102564102,4.1873040199279785,0.1036,0.1214,0.225,0.017799999999999996,True
7005,113.66810000000004,40.0376,37.721195548961425,4.2922070026397705,0.1051,0.1255,0.2306,0.0204,False
2971,117.38450000000002,42.1364,42.09989518377693,5.847212076187134,0.0943,0.0968,0.1911,0.0025000000000000022,True
3183,70.40640000000002,38.20350000000001,38.208128052779735,6.0271382331848145,0.0927,0.0898,0.1825,0.0029,True
3521,145.63870000000009,45.1521,43.887252422907494,5.344692230224609,0.0904,0.0975,0.1879,0.007100000000000009,True
5990,86.34720000000002,50.9065,50.90646835443038,4.665088176727295,0.0857,0.0695,0.1552,0.016199999999999992,False
3883,130.0088,40.730799999999995,40.38193324905183,4.940328359603882,0.1009,0.1182,0.2191,0.017299999999999996,True
3873,106.3645000000002,52.541999999999994,52.54198592730661,5.021011114120483,0.0827,0.0969,0.1796,0.014200000000000004,False
3938,83.33560000000013,48.529999999999994,49.99567772020726,4.944269180297852,0.1084,0.1085,0.2169,0.00010000000000000286,True
6540,98.1039,39.0213,41.5505680333565,4.717022895812988,0.1075,0.1107,0.2182,0.0032000000000000084,True
7861,106.4897999999999,38.3751,36.9451,5.949760913848877,0.1058,0.1016,0.2074,0.004200000000000009,True
2013,111.01849999999996,39.6134,38.8149768307323,5.347211122512817,0.0879,0.0966,0.1845,0.0087,True
6546,58.3348,46.19300000000001,46.192968499660566,4.600891828536987,0.0919,0.0864,0.1783,0.005499999999999991,False
9518,115.62089999999972,52.64510000000001,52.944066556836916,5.067348957061768,0.0888,0.0866,0.1754,0.0022000000000000075,False
8276,67.25809999999996,42.1471,42.147090228013035,5.590198040008545,0.1061,0.1096,0.2157,0.003500000000000003,True
2681,103.32380000000008,44.622699999999995,41.20271399762752,5.230987071990967,0.0953,0.0924,0.1877,0.0029,True
5708,93.79510000000016,43.464099999999995,43.14017789150461,4.717772006988525,0.1044,0.0853,0.1897,0.019100000000000006,True
5943,90.00200000000024,43.154399999999995,42.61194407796102,5.730630159378052,0.0954,0.0882,0.1836,0.007199999999999998,True
3789,129.9316000000001,40.8824,37.82017663551402,7.075686931610107,0.0887,0.1063,0.195,0.017600000000000005,True
9608,101.35550000000012,45.139300000000006,45.13925377855888,7.523730039596558,0.0952,0.0976,0.1928,0.0023999999999999994,True
9283,89.74809999999992,45.70840000000001,46.16980072992702,7.433557033538818,0.1019,0.1176,0.2195,0.015699999999999992,True
8672,83.30259999999986,37.63989999999999,36.08172824592985,4.4693169593811035,0.092,0.0884,0.1804,0.003599999999999992,True
4598,117.07749999999996,43.02569999999999,40.46557909604518,8.091514825820923,0.0944,0.1111,0.2055,0.016700000000000007,True
3289,128.23149999999976,42.78409999999999,45.27944308681673,8.017131090164185,0.1079,0.1265,0.2344,0.018600000000000005,True
2697,67.16560000000004,36.74889999999999,36.47967660500544,7.462872743606567,0.1035,0.123,0.2265,0.019500000000000003,True
6575,92.0641000000001,36.5622,37.265110582639714,8.484323024749756,0.0983,0.0857,0.184,0.0126,True
9236,103.23500000000008,38.3545,38.358753941176474,7.918279886245728,0.0953,0.1064,0.2017,0.011099999999999999,True
9431,85.54449999999989,54.2139,54.244524716553286,8.84163498878479,0.0998,0.092,0.1918,0.007800000000000001,True
7488,127.84259999999986,37.4575,39.8852522799552,7.350814342498779,0.0872,0.1011,0.1883,0.013899999999999996,True
3043,105.03150000000008,41.5712,38.296331007751945,8.788790225982666,0.1063,0.1353,0.2416,0.028999999999999998,False
9070,101.9493,37.81539999999999,37.8153857142857,9.770200729370115,0.1016,0.0949,0.1965,0.006699999999999998,True
7749,71.0605,43.60070000000001,40.090013728129215,9.649893760681152,0.1099,0.1079,0.2178,0.0020000000000000018,True
4152,108.56050000000006,39.290699999999994,37.20608903107862,8.689467906951904,0.1037,0.1112,0.2149,0.007499999999999993,True
8098,123.5466999999999,42.9405,45.12591411754685,9.263412952423096,0.1012,0.1053,0.2065,0.004100000000000006,True
4730,147.27079999999975,52.499,43.141302587800375,8.223970174789429,0.0941,0.0996,0.1937,0.005499999999999991,True
